港澳频道,#genre#
AMC电影台,https://stream1.freetv.fun/amcdian-ying-2.m3u8
AMC电影台,https://stream1.freetv.fun/amcdian-ying-1.ctv
EYETV戏剧台,http://50.7.234.10:8278/eyetvxiju_twn/playlist.m3u8?tid=ME3E6686724066867240&ct=19254&tsum=728fc49fcd53cd770381ffd87883b1d1
Now星影,http://aktv.top/AKTV/live/aktv/now/AKTV.m3u8
Now星影,http://aktv.top/AKTV/live/aktv2/now/AKTV.m3u8
TVBS台剧,http://litv.zapi.us.kg/?id=4gtv-live088
爱尔达影剧台,http://50.7.234.10:8278/eltadrama_twn/playlist.m3u8?tid=MFDF4206608342066083&ct=19225&tsum=c6e03c86e60731f01aef66e1b32dcc84
八大戏剧台,https://stream1.freetv.fun/ba-da-xi-ju-1.m3u8
采昌影剧台,https://stream1.freetv.fun/cai-chang-ying-ju-4.ctv
chc影迷电影台,https://stream1.freetv.fun/fb1e407995dc9699c2f42ace7d757b89a8464140d0e6b1a16f384d63e50bb43d.m3u8
东森电影台,http://50.7.234.10:8278/ettvmovie/playlist.m3u8?tid=MBDB9268852192688521&ct=19254&tsum=7514b50ebc2e4b06f2e402578d0ac996
东森电影台,http://50.7.234.10:8278/ettvmovie/playlist.m3u8?tid=MDED1943740419437404&ct=19225&tsum=120834a4218c4b5c3bb19efb8116f859
东森电影台,https://cdn.iptv8k.top/dl/jrys.php?id=229&time=20240926215313&ip=111.229.253.40
东森电影台,https://cdn.iptv8k.top/dl/jrys.php?id=230&time=20240926215313&ip=111.229.253.40
东森电影台,https://cdn.iptv8k.top/dl/jrys.php?id=231&time=20240926215313&ip=111.229.253.40
东森电影台,https://stream1.freetv.fun/7e7daf1aca2b5fc6ab5365c3d5201b91e3b538cd4a947fd5bdb0256900d3f638.m3u8
东森电影台,https://stream1.freetv.fun/dong-sen-dian-ying-1.m3u8
公视戏剧台,https://stream1.freetv.fun/gong-shi-xi-ju-4.ctv
靖天电影台,https://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8
靖天电影台,http://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8
靖天电影台,https://aktv.top/AKTV/live/aktv/null6/AKTV.m3u8
靖天戏剧台,https://stream1.freetv.fun/jing-tian-xi-ju-3.ctv
靖洋戏剧台,https://stream1.freetv.fun/jing-yang-xi-ju-4.ctv
