央视频道,#genre#
CCTV1-综合,http://112.80.121.72:8118/rtp/239.49.8.19:9614?$江苏电信
CCTV1-综合,http://218.93.156.115:8888/rtp/239.49.8.19:9614?$江苏电信
CCTV1-综合,http://222.95.92.12:4000/rtp/239.49.8.19:9614?$江苏电信
CCTV1-综合,http://114.220.240.64:4022/rtp/239.49.8.19:9614?$江苏电信
CCTV1-综合,http://58.219.172.201:10001/rtp/239.49.8.19:9614?$江苏电信
CCTV1-综合,http://121.231.68.132:8095/rtp/239.49.8.19:9614?$江苏电信
﻿﻿CCTV1-综合,http://221.219.96.192:8012/rtp/239.3.1.129:8008?$北京联通
﻿﻿CCTV1-综合,http://114.254.252.240:4022/rtp/239.3.1.129:8008?$北京联通
﻿﻿CCTV1-综合,http://123.113.106.229:4022/rtp/239.3.1.129:8008?$北京联通
﻿﻿CCTV1-综合,http://123.114.80.74:8012/rtp/239.3.1.129:8008?$北京联通
﻿﻿CCTV1-综合,http://223.72.33.113:2222/rtp/239.3.1.129:8008?$北京联通
﻿﻿CCTV1-综合,http://222.128.183.216:8383/rtp/239.3.1.129:8008?$北京联通
CCTV2-财经,http://112.80.121.72:8118/rtp/239.49.8.50:9802?$江苏电信
CCTV2-财经,http://218.93.156.115:8888/rtp/239.49.8.50:9802?$江苏电信
CCTV2-财经,http://222.95.92.12:4000/rtp/239.49.8.50:9802?$江苏电信
CCTV2-财经,http://114.220.240.64:4022/rtp/239.49.8.50:9802?$江苏电信
CCTV2-财经,http://58.219.172.201:10001/rtp/239.49.8.50:9802?$江苏电信
CCTV2-财经,http://121.231.68.132:8095/rtp/239.49.8.50:9802?$江苏电信
CCTV2-财经,http://221.219.96.192:8012/rtp/239.3.1.60:8084?$北京联通
CCTV2-财经,http://114.254.252.240:4022/rtp/239.3.1.60:8084?$北京联通
CCTV2-财经,http://123.113.106.229:4022/rtp/239.3.1.60:8084?$北京联通
CCTV2-财经,http://123.114.80.74:8012/rtp/239.3.1.60:8084?$北京联通
CCTV2-财经,http://223.72.33.113:2222/rtp/239.3.1.60:8084?$北京联通
CCTV2-财经,http://222.128.183.216:8383/rtp/239.3.1.60:8084?$北京联通
CCTV3-综艺,http://221.219.96.192:8012/rtp/239.3.1.172:8001?$北京联通
CCTV3-综艺,http://114.254.252.240:4022/rtp/239.3.1.172:8001?$北京联通
CCTV3-综艺,http://123.113.106.229:4022/rtp/239.3.1.172:8001?$北京联通
CCTV3-综艺,http://123.114.80.74:8012/rtp/239.3.1.172:8001?$北京联通
CCTV3-综艺,http://223.72.33.113:2222/rtp/239.3.1.172:8001?$北京联通
CCTV3-综艺,http://222.128.183.216:8383/rtp/239.3.1.172:8001?$北京联通
CCTV4-国际,http://112.80.121.72:8118/rtp/239.49.8.51:9806?$江苏电信
CCTV4-国际,http://218.93.156.115:8888/rtp/239.49.8.51:9806?$江苏电信
CCTV4-国际,http://222.95.92.12:4000/rtp/239.49.8.51:9806?$江苏电信
CCTV4-国际,http://114.220.240.64:4022/rtp/239.49.8.51:9806?$江苏电信
CCTV4-国际,http://58.219.172.201:10001/rtp/239.49.8.51:9806?$江苏电信
CCTV4-国际,http://121.231.68.132:8095/rtp/239.49.8.51:9806?$江苏电信
