港澳频道,#genre#
AMC电影台,http://50.7.137.106:8080/AMC/index.m3u8?token=test
AMC电影台,https://stream1.freetv.fun/amcdian-ying-1.m3u8
EYETV戏剧台,http://50.7.234.10:8278/eyetvxiju_twn/playlist.m3u8?tid=ME3E6686724066867240&ct=19254&tsum=728fc49fcd53cd770381ffd87883b1d1
TVB翡翠剧集,http://aktv.top/AKTV/live/aktv/null-18/AKTV.m3u8
TVB明珠剧集,http://aktv.top/AKTV/live/aktv/null-19/AKTV.m3u8
TVB亚洲剧集,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8
八大戏剧台,http://50.7.234.10:8278/badadrama/playlist.m3u8?tid=MBCB2433143824331438&ct=19254&tsum=51660c351b3991d81434e43bd1ab720e
八大戏剧台,http://50.7.234.10:8278/badadrama/playlist.m3u8?tid=ME4E4734124647341246&ct=19225&tsum=c4e596572a79ad99675ee2137d1cc43d
八大戏剧台,http://50.7.234.10:8278/badadrama/playlist.m3u8?tid=m4970c4e1b988&ct=18335&tsum=20cb1d15d4e116ab9e44edb542cf51a5
八大戏剧台,https://free.weidu.filegear-sg.me/a1c032a6/a1c032a6.php?id=b9de2ea719d0d1e0
八大戏剧台,http://61.221.215.25:8800/hls/39/index.m3u8
八大戏剧台,https://stream1.freetv.fun/ba-da-xi-ju-1.m3u8
榜单电影台,http://allinone.netsite.cc/douyu/8770422
采昌影剧台,https://stream1.freetv.fun/cai-chang-ying-ju-4.ctv
东森电影台,http://50.7.234.10:8278/ettvmovie/playlist.m3u8?tid=MDED1943740419437404&ct=19225&tsum=120834a4218c4b5c3bb19efb8116f859
东森电影台,https://cdn.iptv8k.top/dl/jrys.php?id=229&time=20240926215313&ip=111.229.253.40
东森电影台,https://cdn.iptv8k.top/dl/jrys.php?id=230&time=20240926215313&ip=111.229.253.40
东森电影台,https://cdn.iptv8k.top/dl/jrys.php?id=231&time=20240926215313&ip=111.229.253.40
东森戏剧台,http://50.7.234.10:8278/ettvdrama/playlist.m3u8?tid=MA2A9945921599459215&ct=19249&tsum=c9097ecdf4a17c0922196dbf04b0c6e7
东森戏剧台,https://free.weidu.filegear-sg.me/a1c032a6/a1c032a6.php?id=b9de2ea719d0d0e5
公视戏剧台,https://stream1.freetv.fun/gong-shi-xi-ju-4.ctv
好莱坞电影台,http://50.7.234.10:8278/hollywoodmovies_twn/playlist.m3u8?tid=MA8A4005638840056388&ct=18392&tsum=a1f1517d4ea64fd01267905f21d83859
好莱坞电影台,http://50.7.234.10:8278/hollywoodmovies_twn/playlist.m3u8?tid=MECE5611281156112811&ct=19225&tsum=ad8884ee16b04f885f24bae98fc5fb9f
靖天电影频代,http://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8
靖天戏剧台,https://stream1.freetv.fun/jing-tian-xi-ju-3.ctv
靖洋戏剧台,https://stream1.freetv.fun/jing-yang-xi-ju-4.ctv
龙华电影台,https://free.weidu.filegear-sg.me/a1c032a6/a1c032a6.php?id=b9de2ea719d6d3e0
龙华电影台,http://37.27.111.214:8080/live/19/hls.m3u8
龙华电影台,https://stream1.freetv.fun/long-hua-dian-ying-4.ctv
龙华偶像剧台,https://free.weidu.filegear-sg.me/a1c032a6/a1c032a6.php?id=b9de2ea719d6d3e4
龙华日韩剧台,https://free.weidu.filegear-sg.me/a1c032a6/a1c032a6.php?id=b9de2ea719d6d3e5
龙华戏剧台,https://free.weidu.filegear-sg.me/a1c032a6/a1c032a6.php?id=b9de2ea719d6d3e6
龙华戏剧台,http://50.7.234.10:8278/lunghuaxiju_twn/playlist.m3u8?tid=m5c1b0bf1531015581628&ct=17874&tsum=2d2c4d6761fa92d63b97c0fe787007cb
龙华戏剧台,https://stream1.freetv.fun/long-hua-xi-ju-7.ctv
美亚电影台,http://50.7.234.10:8278/meiyamovie_twn/playlist.m3u8?tid=MC6C9419277694192776&ct=19234&tsum=43f9d2e13c7cbbce7e5c5ec94fa38750
美亚电影台,http://50.7.234.10:8278/meiyamovie_twn/playlist.m3u8?tid=MD3D6323299363232993&ct=18392&tsum=3f73f541d33abe71140d28ada99a071b
